,t,ticks,I
2412,55050173,69066,43
2413,55052973,69094,42
2414,55055763,69120,47
2415,55058554,69148,47
2416,55061345,69174,45
2417,55064136,69201,45
2418,55066926,69227,44
2419,55069717,69253,47
2420,55072507,69280,47
2421,55075298,69305,44
2422,55078098,69331,44
2423,55080888,69357,47
2424,55083679,69382,46
2425,55086478,69408,46
2426,55089269,69433,46
2427,55092059,69458,47
2428,55094850,69483,47
2429,55097641,69507,49
2430,55100432,69532,49
2431,55103222,69556,45
2432,55106013,69580,48
2433,55108804,69605,48
2434,55111594,69628,50
2435,55114385,69652,50
2436,55117175,69676,47
2437,55119966,69699,46
2438,55122757,69723,46
2439,55125548,69746,48
2440,55128338,69769,48
2441,55131129,69792,51
2442,55133921,69814,48
2443,55136719,69837,48
2444,55139510,69859,47
2445,55142300,69881,49
2446,55145091,69904,49
2447,55147881,69926,50
2448,55150672,69947,50
2449,55153463,69969,50
2450,55156253,69991,49
2451,55159044,70012,49
2452,55161835,70033,50
2453,55164626,70055,50
2454,55167416,70075,49
2455,55170207,70096,48
2456,55173006,70117,48
2457,55175797,70138,49
2458,55178589,70158,51
2459,55181387,70179,51
2460,55184186,70199,49
2461,55186986,70219,49
2462,55189776,70239,48
2463,55192567,70259,51
2464,55195357,70278,51
2465,55198148,70298,51
2466,55200939,70317,51
2467,55203730,70336,46
2468,55206520,70356,48
2469,55209311,70375,48
2470,55212101,70394,50
2471,55214892,70412,50
2472,55217683,70431,50
2473,55220474,70450,48
2474,55223274,70468,48
2475,55226072,70487,49
2476,55228863,70505,48
2477,55231654,70523,48
2478,55234444,70542,50
2479,55237244,70560,50
2480,55240034,70578,47
2481,55242825,70595,46
2482,55245615,70613,46
2483,55248406,70630,47
2484,55251197,70647,47
2485,55253987,70665,49
2486,55256787,70682,48
2487,55259586,70699,48
2488,55262386,70716,46
2489,55265185,70733,48
2490,55267975,70750,48
2491,55270766,70766,49
2492,55273557,70783,49
2493,55276348,70799,48
2494,55279138,70816,46
2495,55281929,70832,46
2496,55284720,70848,47
2497,55287510,70864,47
2498,55290309,70881,47
2499,55293100,70897,46
2500,55295891,70912,46
2501,55298681,70928,47
2502,55301472,70944,47
2503,55304263,70960,46
2504,55307053,70975,45
2505,55309844,70990,45
2506,55312643,71006,45
2507,55315436,71021,48
2508,55318233,71037,48
2509,55321024,71052,47
2510,55323815,71067,47
2511,55326605,71082,44
2512,55329405,71097,45
2513,55332196,71112,45
2514,55334986,71127,45
2515,55337777,71142,45
2516,55340576,71157,45
2517,55343367,71171,44
2518,55346157,71186,44
2519,55348957,71201,46
2520,55351747,71215,45
2521,55354538,71230,45
2522,55357329,71244,45
2523,55360119,71259,45
2524,55362910,71273,45
2525,55365701,71287,47
2526,55368492,71302,47
2527,55371282,71316,45
2528,55374073,71330,45
2529,55376863,71344,43
2530,55379654,71358,44
2531,55382445,71373,44
2532,55385235,71387,46
2533,55388035,71401,46
2534,55390826,71415,45
2535,55393616,71429,44
2536,55396407,71443,44
2537,55399197,71457,45
2538,55401988,71471,45
2539,55404779,71485,45
2540,55407570,71499,46
2541,55410369,71513,46
2542,55413160,71527,46
2543,55415959,71540,45
2544,55418749,71554,45
2545,55421540,71568,46
2546,55424331,71582,46
2547,55427121,71596,44
2548,55429912,71610,44
2549,55432703,71624,44
2550,55435493,71638,45
2551,55438284,71652,46
2552,55441075,71666,46
2553,55443865,71680,46
2554,55446656,71694,46
2555,55449447,71708,45
2556,55452238,71721,46
2557,55455028,71735,46
2558,55457819,71749,48
2559,55460609,71763,48
2560,55463400,71777,47
2561,55466191,71791,47
2562,55468982,71805,47
2563,55471772,71819,45
2564,55474563,71833,45
2565,55477354,71847,46
2566,55480144,71861,47
2567,55482935,71876,47
2568,55485725,71890,45
2569,55488525,71904,47
2570,55491316,71919,47
2571,55494106,71933,49
2572,55496897,71947,49
2573,55499687,71962,48
2574,55502478,71976,48
2575,55505278,71990,48
2576,55508068,72005,48
2577,55510859,72019,48
2578,55513650,72034,50
2579,55516440,72049,50
2580,55519231,72063,50
2581,55522022,72078,50
2582,55524812,72093,50
2583,55527611,72108,49
2584,55530402,72123,51
2585,55533193,72138,51
2586,55535984,72153,49
2587,55538774,72168,50
2588,55541565,72183,50
2589,55544355,72198,53
2590,55547146,72214,53
2591,55549937,72229,52
2592,55552728,72245,51
2593,55555518,72260,51
2594,55558309,72276,53
2595,55561100,72292,53
2596,55563890,72307,54
2597,55566689,72323,54
2598,55569480,72339,54
2599,55572279,72356,54
2600,55575079,72372,51
2601,55577871,72388,51
2602,55580669,72404,53
2603,55583460,72421,53
2604,55586250,72437,55
2605,55589041,72454,55
2606,55591832,72470,55
2607,55594622,72487,54
2608,55597413,72504,54
2609,55600212,72521,55
2610,55603003,72538,55
2611,55605793,72555,55
2612,55608584,72572,59
2613,55611375,72590,59
2614,55614183,72607,58
2615,55616982,72625,55
2616,55619773,72642,55
2617,55622564,72660,57
2618,55625354,72678,58
2619,55628145,72696,58
2620,55630936,72714,59
2621,55633726,72733,59
2622,55636517,72751,56
2623,55639307,72769,59
2624,55642098,72788,59
2625,55644889,72806,61
2626,55647679,72825,61
2627,55650470,72844,61
2628,55653261,72863,59
2629,55656051,72882,59
2630,55658851,72902,58
2631,55661641,72921,61
2632,55664432,72941,61
2633,55667223,72960,62
2634,55670014,72980,62
2635,55672804,73000,61
2636,55675595,73020,61
2637,55678386,73040,61
2638,55681176,73061,62
2639,55683975,73081,62
2640,55686766,73102,62
2641,55689557,73122,63
2642,55692347,73143,63
2643,55695147,73164,61
2644,55697937,73186,61
2645,55700728,73206,61
2646,55703519,73228,63
2647,55706311,73250,63
2648,55709109,73271,63
2649,55711900,73293,62
2650,55714690,73315,62
2651,55717481,73337,63
2652,55720272,73359,63
2653,55723062,73381,64
2654,55725855,73404,63
2655,55728652,73427,63
2656,55731443,73449,64
2657,55734234,73472,64
2658,55737024,73496,64
2659,55739824,73519,64
2660,55742614,73542,64
2661,55745405,73566,64
2662,55748195,73589,65
2663,55750986,73613,65
2664,55753777,73637,64
2665,55756568,73661,64
2666,55759358,73685,62
2667,55762149,73710,62
2668,55764939,73734,62
2669,55767730,73759,64
2670,55770521,73784,64
2671,55773320,73809,65
2672,55776111,73834,66
2673,55778901,73860,66
2674,55781692,73885,65
2675,55784483,73911,65
2676,55787274,73937,63
2677,55790064,73963,64
2678,55792855,73989,64
2679,55795646,74016,61
2680,55798436,74042,59
2681,55801227,74068,59
2682,55804018,74095,65
2683,55806808,74122,65
2684,55809599,74149,63
2685,55812398,74176,60
2686,55815197,74204,60
2687,55817988,74231,63
2688,55820779,74259,63
2689,55823578,74287,65
2690,55826369,74315,59
2691,55829168,74343,59
2692,55831959,74371,61
2693,55834750,74400,64
2694,55837549,74428,64
2695,55840340,74458,59
2696,55843130,74486,59
2697,55845921,74516,60
2698,55848720,74545,56
2699,55851511,74574,56
2700,55854301,74604,59
2701,55857092,74634,59
2702,55859892,74664,58
2703,55862682,74693,56
2704,55865473,74724,56
2705,55868264,74754,59
2706,55871063,74785,59
2707,55873854,74815,59
2708,55876644,74846,54
2709,55879435,74877,54
2710,55882234,74909,60
2711,55885025,74940,54
2712,55887815,74971,54
2713,55890606,75003,55
2714,55893397,75035,55
2715,55896196,75067,55
2716,55898987,75099,52
2717,55901786,75131,52
2718,55904577,75164,54
2719,55907367,75196,54
2720,55910159,75229,53
2721,55912949,75262,54
2722,55915748,75295,54
2723,55918548,75328,48
2724,55921338,75362,49
2725,55924129,75395,49
2726,55926919,75429,53
2727,55929710,75462,53
2728,55932501,75497,47
2729,55935300,75531,47
2730,55938091,75565,47
2731,55940890,75599,49
2732,55943681,75634,49
2733,55946471,75669,50
2734,55949262,75703,44
2735,55952053,75738,44
2736,55954843,75773,47
2737,55957634,75809,47
2738,55960425,75844,47
2739,55963215,75880,44
2740,55966006,75915,44
2741,55968797,75951,44
2742,55971588,75987,42
2743,55974378,76023,42
2744,55977169,76060,45
2745,55979960,76096,45
2746,55982750,76132,35
2747,55985541,76169,42
2748,55988340,76206,42
2749,55991139,76243,40
2750,55993930,76280,40
2751,55996721,76317,39
2752,55999512,76354,36
2753,56002302,76392,36
2754,56005093,76429,39
2755,56007884,76467,39
2756,56010683,76505,38
2757,56013484,76543,35
2758,56016290,76581,35
2759,56019081,76619,35
2760,56021871,76657,38
2761,56024671,76696,38
2762,56027470,76734,34
2763,56030261,76773,34
2764,56033060,76812,32
2765,56035851,76851,35
2766,56038641,76890,35
2767,56041432,76929,35
2768,56044223,76968,35
2769,56047013,77007,31
2770,56049804,77046,30
2771,56052595,77086,30
2772,56055387,77126,33
2773,56058185,77166,32
2774,56060984,77206,32
2775,56063775,77245,29
2776,56066565,77285,29
2777,56069356,77325,29
2778,56072147,77366,31
2779,56074938,77406,31
2780,56077728,77446,28
2781,56080519,77487,28
2782,56083318,77528,26
2783,56086109,77568,30
2784,56088908,77609,30
2785,56091707,77650,28
2786,56094498,77691,24
2787,56097298,77732,24
2788,56100088,77773,23
2789,56102879,77814,23
2790,56105669,77855,29
2791,56108460,77896,22
2792,56111260,77938,22
2793,56114059,77979,26
2794,56116850,78020,26
2795,56119640,78062,23
2796,56122431,78104,28
2797,56125230,78145,28
2798,56128030,78187,19
2799,56130820,78229,19
2800,56133619,78271,25
2801,56136419,78313,23
2802,56139209,78355,23
2803,56142003,78396,22
2804,56144800,78439,18
2805,56147599,78481,18
2806,56150390,78522,24
2807,56153191,78565,24
2808,56155988,78607,23
2809,56158779,78649,19
2810,56161569,78691,19
2811,56164360,78733,21
2812,56167151,78775,21
2813,56169942,78818,21
2814,56172732,78860,22
2815,56175523,78903,22
2816,56178322,78945,18
2817,56181122,78988,24
2818,56183912,79030,24
2819,56186703,79073,18
2820,56189494,79115,18
2821,56192284,79157,20
2822,56195077,79200,15
2823,56197874,79243,15
2824,56200665,79285,24
2825,56203455,79328,24
2826,56206255,79370,17
2827,56209045,79413,16
2828,56211845,79456,16
2829,56214636,79498,19
2830,56217435,79541,19
2831,56220226,79584,19
2832,56223016,79626,17
2833,56225815,79669,17
2834,56228606,79712,15
2835,56231408,79754,23
2836,56234205,79797,23
2837,56236995,79840,15
2838,56239795,79882,15
2839,56242594,79925,18
2840,56245394,79968,16
2841,56248184,80010,16
2842,56250984,80052,19
2843,56253774,80095,19
2844,56256565,80138,13
2845,56259355,80180,15
2846,56262146,80223,15
2847,56264937,80265,18
2848,56267727,80307,16
2849,56270518,80350,16
2850,56273309,80392,14
2851,56276108,80434,14
2852,56278899,80477,13
2853,56281691,80519,18
2854,56284489,80561,18
2855,56287288,80604,11
2856,56290079,80646,11
2857,56292871,80688,15
2858,56295669,80730,13
2859,56298459,80772,13
2860,56301259,80814,19
2861,56304051,80856,19
2862,56306849,80898,9
2863,56309553,80939,14
2864,56312352,80980,14
2865,56315143,81022,13
2866,56317934,81064,16
2867,56320733,81105,16
2868,56323524,81147,11
2869,56326314,81188,11
2870,56329105,81230,14
2871,56331896,81271,14
2872,56334686,81312,14
2873,56337477,81353,10
2874,56340276,81394,10
2875,56343068,81435,12
2876,56345857,81476,13
2877,56348649,81517,13
2878,56351448,81558,14
2879,56354247,81598,14
2880,56357038,81639,10
2881,56359837,81680,16
2882,56362629,81720,16
2883,56365427,81760,14
2884,56368218,81800,15
2885,56371008,81841,15
2886,56373799,81881,11
2887,56376589,81920,11
2888,56379398,81961,19
2889,56382188,82000,13
2890,56384979,82040,13
2891,56387770,82080,15
2892,56390569,82119,15
2893,56393361,82158,13
2894,56396159,82198,19
2895,56398950,82236,19
2896,56401740,82276,12
2897,56404531,82314,18
2898,56407331,82353,18
2899,56410121,82392,16
2900,56412911,82430,16
2901,56415702,82469,21
2902,56418493,82507,13
2903,56421292,82545,13
2904,56424083,82583,19
2905,56426874,82621,19
2906,56429664,82659,18
2907,56432455,82696,19
2908,56435245,82734,19
2909,56438036,82771,17
2910,56440827,82808,17
2911,56443626,82846,23
2912,56446417,82882,22
2913,56449207,82919,22
2914,56451998,82956,18
2915,56454798,82992,20
2916,56457599,83029,20
2917,56460396,83065,26
2918,56463187,83102,26
2919,56465978,83137,24
2920,56468777,83174,21
2921,56471576,83209,21
2922,56474367,83245,26
2923,56477158,83280,26
2924,56479948,83315,26
2925,56482739,83351,27
2926,56485530,83385,27
2927,56488320,83421,22
2928,56491119,83455,30
2929,56493919,83490,30
2930,56496709,83524,27
2931,56499500,83559,27
2932,56502291,83592,27
2933,56505083,83627,30
2934,56507881,83660,30
2935,56510671,83694,29
2936,56513462,83727,29
2937,56516253,83761,30
2938,56519043,83794,29
2939,56521834,83827,29
2940,56524633,83860,36
2941,56527424,83892,36
2942,56530215,83925,30
2943,56533006,83957,30
2944,56535796,83990,30
2945,56538587,84022,34
2946,56541378,84054,35
2947,56544179,84086,35
2948,56546976,84117,37
2949,56549767,84149,37
2950,56552558,84180,34
2951,56555348,84211,38
2952,56558139,84242,38
2953,56560929,84273,37
2954,56563720,84304,37
2955,56566511,84334,34
2956,56569301,84364,40
2957,56572092,84395,40
2958,56574883,84425,37
2959,56577673,84455,37
2960,56580464,84484,37
2961,56583255,84514,39
2962,56586046,84543,39
2963,56588836,84572,40
2964,56591627,84601,43
2965,56594426,84630,43
2966,56597217,84659,39
2967,56600016,84687,39
2968,56602807,84716,42
2969,56605597,84744,45
2970,56608388,84772,45
2971,56611179,84800,42
2972,56613969,84828,42
2973,56616760,84855,42
2974,56619551,84883,46
2975,56622341,84910,46
2976,56625132,84937,43
2977,56627932,84965,42
2978,56630722,84991,42
2979,56633521,85018,45
2980,56636321,85044,45
2981,56639111,85071,44
2982,56641902,85097,46
2983,56644693,85123,46
2984,56647483,85149,45
2985,56650274,85174,45
2986,56653065,85200,46
2987,56655856,85225,48
2988,56658646,85250,48
2989,56661437,85275,48
2990,56664228,85300,48
2991,56667018,85324,45
2992,56669809,85349,48
2993,56672599,85373,48
2994,56675390,85398,49
2995,56678181,85422,45
2996,56680972,85446,45
2997,56683762,85470,50
2998,56686553,85493,50
2999,56689343,85517,50
3000,56692134,85540,46
3001,56694925,85563,46
3002,56697715,85587,47
3003,56700506,85610,47
3004,56703297,85632,51
3005,56706096,85655,49
3006,56708896,85677,49
3007,56711686,85700,48
3008,56714478,85722,49
3009,56717276,85744,49
3010,56720067,85766,51
3011,56722857,85788,51
3012,56725648,85809,48
3013,56728439,85831,50
3014,56731230,85852,50
3015,56734020,85873,49
3016,56736811,85894,49
3017,56739602,85915,50
3018,56742392,85936,48
3019,56745183,85956,48
3020,56747974,85977,49
3021,56750764,85998,49
3022,56753555,86018,49
3023,56756345,86038,49
3024,56759136,86058,49
3025,56761927,86077,50
3026,56764717,86097,48
3027,56767508,86117,48
3028,56770299,86136,50
3029,56773098,86156,50
3030,56775889,86175,51
