,t,ticks,u,I
557,13116595,14100,22,30
558,13119888,14111,21,29
559,13123182,14122,21,29
560,13126475,14133,21,28
561,13129768,14143,20,28
562,13133070,14153,20,27
563,13136364,14163,20,27
564,13139657,14173,19,26
565,13142950,14183,19,25
566,13146244,14193,19,25
567,13149537,14202,18,25
568,13152831,14211,18,25
569,13156124,14220,18,25
570,13159417,14229,17,25
571,13162710,14238,17,23
572,13166012,14247,17,23
573,13169306,14256,16,23
574,13172599,14264,16,22
575,13175892,14272,16,21
576,13179186,14280,15,20
577,13182479,14287,15,20
578,13185772,14295,15,19
579,13189066,14303,14,20
580,13192359,14310,14,19
581,13195653,14318,14,19
582,13198946,14325,13,17
583,13202239,14331,13,17
584,13205532,14338,13,17
585,13208826,14345,12,16
586,13212119,14351,12,15
587,13215412,14357,12,15
588,13218706,14364,11,15
589,13221999,14370,11,13
590,13225301,14375,11,13
591,13228595,14381,10,13
592,13231896,14387,10,11
593,13235190,14392,10,12
594,13238483,14397,9,11
595,13241690,14402,9,11
596,13244897,14406,9,10
597,13248103,14411,9,10
598,13251310,14415,8,10
599,13254517,14420,8,9
600,13257636,14424,8,8
601,13260756,14427,7,8
602,13263876,14431,7,7
603,13266997,14435,7,7
604,13270125,14438,6,7
605,13273245,14441,6,7
606,13276365,14444,6,5
607,13279485,14447,5,5
608,13282605,14450,5,5
609,13285725,14453,5,4
610,13288845,14455,4,4
611,13291965,14457,4,4
612,13295085,14459,4,4
613,13298205,14461,3,3
614,13301325,14463,3,3
615,13304445,14465,3,2
616,13307565,14466,3,2
617,13310685,14467,2,2
618,13313805,14468,2,1
619,13316925,14469,2,1
620,13320045,14470,1,1
621,13323165,14471,1,0
622,13326285,14471,1,0
623,13329405,14472,0,0
624,13332525,14472,0,0
625,13335645,14472,0,0
626,13338765,14472,0,0
627,13341885,14472,0,0
628,13345005,14472,0,0
629,13348125,14472,0,0
630,13351245,14472,1,0
631,13354365,14472,1,0
632,13357485,14472,1,1
633,13360605,14472,2,1
634,13363725,14472,2,0
635,13366845,14472,2,0
636,13369965,14472,3,0
637,13373085,14472,3,1
638,13376205,14473,3,2
639,13379325,14473,4,2
640,13382445,14474,4,1
641,13385565,14475,4,3
642,13388685,14476,4,3
643,13391805,14477,5,4
644,13394925,14478,5,4
645,13398045,14479,5,4
646,13401165,14481,6,5
647,13404285,14482,6,6
648,13407405,14484,6,6
649,13410525,14486,7,6
650,13413645,14488,7,6
651,13416765,14491,7,8
652,13419885,14493,8,8
653,13423005,14496,8,9
654,13426125,14498,8,10
655,13429332,14501,9,10
656,13432539,14504,9,11
657,13435745,14508,9,12
658,13438952,14511,9,12
659,13442158,14515,10,12
660,13445452,14519,10,13
661,13448745,14523,10,14
662,13452039,14527,11,14
663,13455332,14531,11,15
664,13458625,14535,11,15
665,13461919,14540,12,15
666,13465212,14545,12,17
667,13468505,14550,12,17
668,13471798,14556,13,18
669,13475092,14561,13,18
670,13478394,14567,13,19
671,13481687,14573,14,19
672,13484980,14579,14,19
673,13488274,14585,14,19
674,13491567,14591,15,22
675,13494860,14598,15,23
676,13498154,14605,15,23
677,13501456,14612,16,22
678,13504749,14619,16,23
679,13508042,14626,16,24
680,13511336,14634,17,24
681,13514629,14641,17,24
682,13517922,14649,17,25
683,13521216,14657,18,25
684,13524509,14665,18,26
685,13527802,14673,18,27
686,13531096,14681,19,28
687,13534389,14690,19,28
688,13537682,14699,19,29
689,13540976,14708,20,29
690,13544269,14716,20,29
691,13547562,14725,20,30
692,13550856,14735,21,31
693,13554149,14744,21,33
694,13557444,14754,21,33
695,13560744,14764,22,33
696,13564038,14773,22,33
697,13567331,14783,22,33
698,13570625,14793,23,34
699,13573918,14804,23,35
700,13577211,14814,23,36
701,13580504,14825,24,36
702,13583798,14836,24,38
703,13587091,14847,24,37
704,13590385,14858,25,38
705,13593678,14869,25,38
706,13596971,14881,25,38
707,13600264,14893,26,40
708,13603558,14905,26,40
709,13606851,14917,26,40
710,13610144,14929,27,39
711,13613438,14941,27,41
712,13616731,14954,27,41
713,13620024,14967,28,42
714,13623318,14979,28,42
715,13626611,14992,28,42
716,13629904,15005,29,42
717,13633198,15019,29,43
718,13636491,15032,29,44
719,13639785,15045,30,44
720,13643078,15059,30,45
721,13646371,15073,30,46
722,13649664,15087,31,46
723,13652959,15101,31,46
724,13656260,15115,31,47
725,13659562,15129,32,47
726,13662855,15144,32,47
727,13666157,15159,32,49
728,13669459,15173,33,48
729,13672752,15188,33,48
730,13676046,15204,33,48
731,13679339,15219,34,50
732,13682641,15235,34,50
733,13685934,15250,34,50
734,13689228,15266,35,52
735,13692521,15282,35,51
736,13695814,15298,35,52
737,13699108,15314,35,52
738,13702401,15330,36,54
739,13705694,15347,36,54
740,13708988,15364,36,54
741,13712290,15381,37,53
742,13715583,15398,37,54
743,13718876,15415,37,53
744,13722170,15432,38,53
745,13725463,15450,38,55
746,13728756,15468,38,56
747,13732050,15486,39,56
748,13735343,15504,39,55
749,13738636,15522,39,55
750,13741930,15541,40,54
751,13745223,15559,40,54
752,13748516,15577,40,57
753,13751810,15596,41,58
754,13755103,15615,41,59
755,13758396,15634,41,59
756,13761690,15654,42,59
757,13764983,15673,42,57
758,13768277,15693,42,57
